Otimização para pl em TOTEM - Limites: eps_0_mg_0_a1_1_a2_0
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
0.97 | 1.03 | 1 | 500 | 0.44606769664335616 ± 0.00760112519037677 | 0.08745603396429445 ± 0.002653465120812868 | 1.6383302739168475 ± 0.020300779196170238 | 2.2511199480324717 ± 0.04870657247915603 | 0.5565561830440297
0.97 | 1.03 | 1 | 600 | 0.44606769664335616 ± 0.00760112519037677 | 0.08745603396429445 ± 0.002653465120812868 | 1.6383302739168475 ± 0.020300779196170238 | 2.2511199480324717 ± 0.04870657247915603 | 0.5565561830440297
0.97 | 1.03 | 1 | 700 | 0.44606769664335616 ± 0.00760112519037677 | 0.08745603396429445 ± 0.002653465120812868 | 1.6383302739168475 ± 0.020300779196170238 | 2.2511199480324717 ± 0.04870657247915603 | 0.5565561830440297
0.97 | 1.03 | 1 | 800 | 0.44606769664335616 ± 0.00760112519037677 | 0.08745603396429445 ± 0.002653465120812868 | 1.6383302739168475 ± 0.020300779196170238 | 2.2511199480324717 ± 0.04870657247915603 | 0.5565561830440297
0.97 | 1.03 | 2 | 600 | 0.44606170601630407 ± 0.007588143495993389 | 0.08745396299810845 ± 0.0026489651191779224 | 1.638330058631307 ± 0.020247786601295892 | 2.2511208951579196 ± 0.04865464752844284 | 0.5565559464183545
0.97 | 1.03 | 2 | 700 | 0.44606170601630407 ± 0.007588143495993389 | 0.08745396299810845 ± 0.0026489651191779224 | 1.638330058631307 ± 0.020247786601295892 | 2.2511208951579196 ± 0.04865464752844284 | 0.5565559464183545
0.97 | 1.03 | 2 | 800 | 0.44606170601630407 ± 0.007588143495993389 | 0.08745396299810845 ± 0.0026489651191779224 | 1.638330058631307 ± 0.020247786601295892 | 2.2511208951579196 ± 0.04865464752844284 | 0.5565559464183545
0.98 | 1.02 | 1 | 300 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 1 | 400 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 1 | 500 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 1 | 600 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 1 | 700 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 1 | 800 | 0.4482059414957728 ± 0.007765908135539596 | 0.08837703738950341 ± 0.0026951871879021256 | 1.6552200044384968 ± 0.04277835337180513 | 2.189870863944697 ± 0.04966123840074126 | 0.5758778353333573
0.98 | 1.02 | 2 | 300 | 0.4482182070385049 ± 0.007760510818343912 | 0.08838127530023426 ± 0.0026932445608935395 | 1.655220028652791 ± 0.04296040116812505 | 2.1898716957410236 ± 0.04964288662145255 | 0.5758780636223805
0.98 | 1.02 | 2 | 400 | 0.4482182070385049 ± 0.007663990479878715 | 0.08838127530023426 ± 0.002659745046646643 | 1.655220028652791 ± 0.04295250357913505 | 2.1898716957410236 ± 0.04926344685000141 | 0.5758780636223805
0.98 | 1.02 | 2 | 500 | 0.4482182070385049 ± 0.007663990479878715 | 0.08838127530023426 ± 0.002659745046646643 | 1.655220028652791 ± 0.04295250357913505 | 2.1898716957410236 ± 0.04926344685000141 | 0.5758780636223805
0.98 | 1.02 | 2 | 600 | 0.4482182070385049 ± 0.007663990479878715 | 0.08838127530023426 ± 0.002659745046646643 | 1.655220028652791 ± 0.04295250357913505 | 2.1898716957410236 ± 0.04926344685000141 | 0.5758780636223805
0.98 | 1.02 | 2 | 700 | 0.4482182070385049 ± 0.007663990479878715 | 0.08838127530023426 ± 0.002659745046646643 | 1.655220028652791 ± 0.04295250357913505 | 2.1898716957410236 ± 0.04926344685000141 | 0.5758780636223805
0.98 | 1.02 | 2 | 800 | 0.4482182070385049 ± 0.007663990479878715 | 0.08838127530023426 ± 0.002659745046646643 | 1.655220028652791 ± 0.04295250357913505 | 2.1898716957410236 ± 0.04926344685000141 | 0.5758780636223805
0.99 | 1.01 | 1 | 300 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 1 | 400 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 1 | 500 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 1 | 600 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 1 | 700 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 1 | 800 | 0.45035500890640057 ± 0.007862515796772962 | 0.08929843683245936 ± 0.002712760873807682 | 1.6721100002256244 ± 0.024457541013500617 | 2.1287640794841 ± 0.050357198013406726 | 0.5970090106876081
0.99 | 1.01 | 2 | 300 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
0.99 | 1.01 | 2 | 400 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
0.99 | 1.01 | 2 | 500 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
0.99 | 1.01 | 2 | 600 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
0.99 | 1.01 | 2 | 700 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
0.99 | 1.01 | 2 | 800 | 0.4503576384405212 ± 0.00774578304689397 | 0.08929933063965247 ± 0.0026724665125666684 | 1.6721100100549071 ± 0.02459785462578845 | 2.128717074522692 ± 0.04989407232893466 | 0.5970091266791718
